Diadema 2016-2017, ACSM, concentracoes em ug/m3
data_matlab,ano,mes,dia,horautc,minuto,segundo,org,so4,no3,nh4,chl,ooa,bboa,hoa55,hoa57
736656,2016,11,22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.020833333,2016,11,22,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.041666667,2016,11,22,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.0625,2016,11,22,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.083333333,2016,11,22,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.104166667,2016,11,22,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.125,2016,11,22,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.145833333,2016,11,22,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.166666667,2016,11,22,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.1875,2016,11,22,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.208333333,2016,11,22,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.229166667,2016,11,22,5,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.25,2016,11,22,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.270833333,2016,11,22,6,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.291666667,2016,11,22,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.3125,2016,11,22,7,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.333333333,2016,11,22,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.354166667,2016,11,22,8,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.375,2016,11,22,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.395833333,2016,11,22,9,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.416666667,2016,11,22,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.4375,2016,11,22,10,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.458333333,2016,11,22,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.479166667,2016,11,22,11,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.5,2016,11,22,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.520833333,2016,11,22,12,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.541666667,2016,11,22,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.5625,2016,11,22,13,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.583333333,2016,11,22,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.604166667,2016,11,22,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.625,2016,11,22,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.645833333,2016,11,22,15,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.666666667,2016,11,22,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.6875,2016,11,22,16,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.708333333,2016,11,22,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.729166667,2016,11,22,17,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.75,2016,11,22,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.770833333,2016,11,22,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.791666667,2016,11,22,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.8125,2016,11,22,19,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.833333333,2016,11,22,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.854166667,2016,11,22,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.875,2016,11,22,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.895833333,2016,11,22,21,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.916666667,2016,11,22,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.9375,2016,11,22,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.958333333,2016,11,22,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736656.979166667,2016,11,22,23,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657,2016,11,23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.020833333,2016,11,23,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.041666667,2016,11,23,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.0625,2016,11,23,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.083333333,2016,11,23,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.104166667,2016,11,23,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.125,2016,11,23,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.145833333,2016,11,23,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.166666667,2016,11,23,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.1875,2016,11,23,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.208333333,2016,11,23,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.229166667,2016,11,23,5,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.25,2016,11,23,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.270833333,2016,11,23,6,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.291666667,2016,11,23,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.3125,2016,11,23,7,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.333333333,2016,11,23,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.354166667,2016,11,23,8,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.375,2016,11,23,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.395833333,2016,11,23,9,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.416666667,2016,11,23,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.4375,2016,11,23,10,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.458333333,2016,11,23,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.479166667,2016,11,23,11,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.5,2016,11,23,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.520833333,2016,11,23,12,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.541666667,2016,11,23,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.5625,2016,11,23,13,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.583333333,2016,11,23,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.604166667,2016,11,23,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.625,2016,11,23,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.645833333,2016,11,23,15,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.666666667,2016,11,23,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.6875,2016,11,23,16,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.708333333,2016,11,23,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.729166667,2016,11,23,17,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.75,2016,11,23,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.770833333,2016,11,23,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.791666667,2016,11,23,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.8125,2016,11,23,19,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.833333333,2016,11,23,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.854166667,2016,11,23,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.875,2016,11,23,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.895833333,2016,11,23,21,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.916666667,2016,11,23,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.9375,2016,11,23,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.958333333,2016,11,23,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736657.979166667,2016,11,23,23,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658,2016,11,24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.020833333,2016,11,24,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.041666667,2016,11,24,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.0625,2016,11,24,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.083333333,2016,11,24,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.104166667,2016,11,24,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.125,2016,11,24,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.145833333,2016,11,24,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.166666667,2016,11,24,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.1875,2016,11,24,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.208333333,2016,11,24,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.229166667,2016,11,24,5,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.25,2016,11,24,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.270833333,2016,11,24,6,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.291666667,2016,11,24,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.3125,2016,11,24,7,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.333333333,2016,11,24,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.354166667,2016,11,24,8,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.375,2016,11,24,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.395833333,2016,11,24,9,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.416666667,2016,11,24,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.4375,2016,11,24,10,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.458333333,2016,11,24,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.479166667,2016,11,24,11,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.5,2016,11,24,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.520833333,2016,11,24,12,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.541666667,2016,11,24,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.5625,2016,11,24,13,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.583333333,2016,11,24,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.604166667,2016,11,24,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.625,2016,11,24,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.645833333,2016,11,24,15,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.666666667,2016,11,24,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.6875,2016,11,24,16,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.708333333,2016,11,24,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.729166667,2016,11,24,17,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.75,2016,11,24,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.770833333,2016,11,24,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.791666667,2016,11,24,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.8125,2016,11,24,19,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.833333333,2016,11,24,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.854166667,2016,11,24,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.875,2016,11,24,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.895833333,2016,11,24,21,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.916666667,2016,11,24,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.9375,2016,11,24,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.958333333,2016,11,24,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736658.979166667,2016,11,24,23,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659,2016,11,25,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.020833333,2016,11,25,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.041666667,2016,11,25,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.0625,2016,11,25,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.083333333,2016,11,25,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.104166667,2016,11,25,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.125,2016,11,25,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.145833333,2016,11,25,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.166666667,2016,11,25,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.1875,2016,11,25,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.208333333,2016,11,25,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.229166667,2016,11,25,5,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.25,2016,11,25,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.270833333,2016,11,25,6,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.291666667,2016,11,25,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.3125,2016,11,25,7,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.333333333,2016,11,25,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.354166667,2016,11,25,8,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.375,2016,11,25,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.395833333,2016,11,25,9,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.416666667,2016,11,25,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.4375,2016,11,25,10,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.458333333,2016,11,25,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.479166667,2016,11,25,11,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.5,2016,11,25,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.520833333,2016,11,25,12,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.541666667,2016,11,25,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.5625,2016,11,25,13,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.583333333,2016,11,25,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.604166667,2016,11,25,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.625,2016,11,25,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.645833333,2016,11,25,15,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.666666667,2016,11,25,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.6875,2016,11,25,16,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.708333333,2016,11,25,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.729166667,2016,11,25,17,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.75,2016,11,25,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.770833333,2016,11,25,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.791666667,2016,11,25,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.8125,2016,11,25,19,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.833333333,2016,11,25,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.854166667,2016,11,25,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.875,2016,11,25,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.895833333,2016,11,25,21,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.916666667,2016,11,25,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.9375,2016,11,25,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.958333333,2016,11,25,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736659.979166667,2016,11,25,23,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660,2016,11,26,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.020833333,2016,11,26,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.041666667,2016,11,26,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.0625,2016,11,26,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.083333333,2016,11,26,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.104166667,2016,11,26,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.125,2016,11,26,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.145833333,2016,11,26,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.166666667,2016,11,26,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.1875,2016,11,26,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.208333333,2016,11,26,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.229166667,2016,11,26,5,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.25,2016,11,26,6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.270833333,2016,11,26,6,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.291666667,2016,11,26,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.3125,2016,11,26,7,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.333333333,2016,11,26,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.354166667,2016,11,26,8,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.375,2016,11,26,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.395833333,2016,11,26,9,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.416666667,2016,11,26,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.4375,2016,11,26,10,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.458333333,2016,11,26,11,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.479166667,2016,11,26,11,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.5,2016,11,26,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.520833333,2016,11,26,12,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.541666667,2016,11,26,13,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.5625,2016,11,26,13,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.583333333,2016,11,26,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.604166667,2016,11,26,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.625,2016,11,26,15,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.645833333,2016,11,26,15,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.666666667,2016,11,26,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.6875,2016,11,26,16,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.708333333,2016,11,26,17,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.729166667,2016,11,26,17,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.75,2016,11,26,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.770833333,2016,11,26,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.791666667,2016,11,26,19,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.8125,2016,11,26,19,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.833333333,2016,11,26,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.854166667,2016,11,26,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.875,2016,11,26,21,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.895833333,2016,11,26,21,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.916666667,2016,11,26,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.9375,2016,11,26,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.958333333,2016,11,26,23,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736660.979166667,2016,11,26,23,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661,2016,11,27,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.020833333,2016,11,27,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.041666667,2016,11,27,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.0625,2016,11,27,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.083333333,2016,11,27,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.104166667,2016,11,27,2,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.125,2016,11,27,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.145833333,2016,11,27,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.166666667,2016,11,27,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736661.1875,2016,11,27,4,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
