Time(UTC) - 3,index, UnixTime(UTC),Real,Imaginária
2017-02-19 11:30:00,4301.0,1487514600.0,1.551363674837469,0.020221722418744637
2017-02-19 12:00:00,4302.0,1487516400.0,1.5446211324919854,0.015580658654376082
2017-02-19 12:30:00,4303.0,1487518200.0,1.425010238197765,0.0330236930548297
2017-02-19 13:00:00,4304.0,1487520000.0,1.534038911148783,0.011514973956828059
2017-02-19 13:30:00,4305.0,1487521800.0,1.6386436298066982,0.015626349753496638
2017-02-19 14:00:00,4306.0,1487523600.0,1.600030109483267,0.02466529289573306
2017-02-19 14:30:00,4307.0,1487525400.0,1.590961834134465,0.028419790676628927
2017-02-19 15:00:00,4308.0,1487527200.0,1.5621276709869858,0.02420674694459929
2017-02-19 15:30:00,4309.0,1487529000.0,1.5563235033469875,0.027937702543692402
2017-02-19 16:00:00,4310.0,1487530800.0,1.573295335206513,0.027206683021485822
2017-02-19 16:30:00,4311.0,1487532600.0,1.5648765154496278,0.010346763227412459
2017-02-19 17:00:00,4312.0,1487534400.0,1.5811209221224543,0.09901808852349439
2017-02-19 17:30:00,4313.0,1487536200.0,1.5065704387510794,0.01696123208515625
2017-02-19 18:00:00,4314.0,1487538000.0,1.4692536281684496,0.018309121030580536
2017-02-19 18:30:00,4315.0,1487539800.0,1.4923766326641883,0.03871171715572634
2017-02-19 19:00:00,4316.0,1487541600.0,1.4909064855846872,0.03138283273463946
2017-02-19 19:30:00,4317.0,1487543400.0,1.529426695540202,0.02406358101699925
2017-02-19 20:00:00,4318.0,1487545200.0,1.4838893330651401,0.019374540326630583
2017-02-19 20:30:00,4319.0,1487547000.0,1.4964809580403735,0.016410282291022503
2017-02-19 21:00:00,4320.0,1487548800.0,1.511000701551334,0.01553565649713821
2017-02-19 21:30:00,4321.0,1487550600.0,1.5206317595725347,0.01641678472722192
2017-02-19 22:00:00,4322.0,1487552400.0,1.5051258445612392,0.02031293512480324
2017-02-19 22:30:00,4323.0,1487554200.0,1.5304790586951305,0.015317792374303406
2017-02-19 23:00:00,4324.0,1487556000.0,1.5382808551829976,0.01988269083257361
2017-02-19 23:30:00,4325.0,1487557800.0,1.5952630277057347,0.023960479628013776
2017-02-20 00:00:00,4326.0,1487559600.0,1.646668057553628,0.015569989356375297
2017-02-20 00:30:00,4327.0,1487561400.0,1.6158451572673536,0.012398680025185476
2017-02-20 01:30:00,4329.0,1487565000.0,1.7216830244972476,0.010412510715189033
2017-02-20 02:00:00,4330.0,1487566800.0,1.6685881780783225,0.011623359449819582
2017-02-20 02:30:00,4331.0,1487568600.0,1.6560054807927898,0.009816093982695616
2017-02-20 03:00:00,4332.0,1487570400.0,1.6644804283432053,0.00894796556545272
2017-02-20 03:30:00,4333.0,1487572200.0,1.6789802894461985,0.010976372690126291
2017-02-20 04:00:00,4334.0,1487574000.0,1.7152790508868883,0.008797549059425251
2017-02-20 04:30:00,4335.0,1487575800.0,1.7196144276276613,0.013206559727435369
2017-02-20 05:00:00,4336.0,1487577600.0,1.6041381372606187,0.02405159443022651
2017-02-20 05:30:00,4337.0,1487579400.0,1.6313089167981523,0.02613064765429752
2017-02-20 06:00:00,4338.0,1487581200.0,1.6276018636899077,0.02034365244466151
